Track file,G:\Water Maze Data\xxx_0001\data\track_00001.trk
Object,0
Samples,1500
Name,9,
Goal Position,NE,
Comment,,
Trial,1,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1303,104.1600,149.6936,80.1930,114.0000,center,q4,0.0000,68.7887,29.3647,1.5939,19.9241
1304,104.2400,148.2679,79.4802,114.0000,center,q4,0.0000,69.0707,29.0466,1.5939,19.9241
1305,104.3200,146.8423,78.4109,115.0000,center,q4,0.0000,68.8874,29.1114,1.7821,22.2758
1306,104.4000,145.4166,77.6981,109.0000,center,q4,0.0000,69.0127,28.9752,1.5939,19.9241
1307,104.4800,143.9910,76.6289,115.0000,center,q4,0.0000,68.6547,29.2451,1.7821,22.2758
1308,104.5600,142.5653,75.5596,108.0000,center,q4,0.0000,68.1905,29.6199,1.7821,22.2758
1309,104.6400,141.4961,74.4904,115.0000,center,q4,0.0000,67.5392,30.2180,1.5121,18.9017
1310,104.7200,140.0704,73.4211,113.0000,center,q4,0.0000,66.9270,30.7713,1.7821,22.2758
1311,104.8000,139.0012,72.3519,112.0000,center,q4,0.0000,66.1941,31.5051,1.5121,18.9017
1312,104.8800,137.9320,71.2827,110.0000,center,q4,0.0000,65.3831,32.2930,1.5121,18.9017
1313,104.9600,136.5063,69.8570,110.0000,center,q4,0.0000,64.1673,33.4212,2.0162,25.2022
1314,105.0400,135.0807,68.7878,110.0000,center,q4,0.0000,63.3434,34.2763,1.7821,22.2758
1315,105.1200,134.0114,68.0749,109.0000,center,q4,0.0000,62.7328,34.8747,1.2851,16.0633
1316,105.2000,132.9422,67.0057,113.0000,center,q4,0.0000,61.6853,35.8655,1.5121,18.9017
1317,105.2800,131.8729,66.2929,109.0000,center,q4,0.0000,61.0133,36.5353,1.2851,16.0633
1318,105.3600,130.4473,65.5801,109.0000,center,q4,0.0000,60.3192,37.2408,1.5939,19.9241
1319,105.4400,128.6652,64.5108,109.0000,center,q4,0.0000,59.1818,38.3758,2.0782,25.9779
1320,105.5200,127.5960,64.1544,113.0000,center,q4,0.0000,58.8093,38.8100,1.1271,14.0885
1321,105.6000,126.1703,63.7980,108.0000,center,q4,0.0000,58.3060,39.3137,1.4695,18.3691
1322,105.6800,124.7447,63.4416,115.0000,center,q4,0.0000,57.7181,39.8652,1.4695,18.3691
1323,105.7600,123.3190,63.4416,113.0000,center,q4,0.0000,57.5152,40.1127,1.4257,17.8207
1324,105.8400,121.5369,63.0852,111.0000,center,q4,0.0000,56.8800,40.8372,1.8174,22.7170
1325,105.9200,120.1113,63.0852,111.0000,center,q4,0.0000,56.4991,41.1900,1.4257,17.8207
1326,106.0000,118.6856,63.0852,113.0000,center,q4,0.0000,56.1111,41.5887,1.4257,17.8207
1327,106.0800,116.9036,63.0852,111.0000,center,q4,0.0000,55.6062,42.1497,1.7821,22.2758
1328,106.1600,115.4779,63.4416,108.0000,center,q4,0.0000,55.4564,42.3149,1.4695,18.3691
1329,106.2400,113.6959,63.4416,113.0000,center,q4,0.0000,54.8645,42.9995,1.7821,22.2758
1330,106.3200,112.2702,63.4416,119.0000,center,q4,0.0000,54.2873,43.5919,1.4257,17.8207
1331,106.4000,110.8445,63.7980,114.0000,center,q4,0.0000,54.0351,43.9053,1.4695,18.3691
1332,106.4800,109.0625,63.7980,121.0000,center,q4,0.0000,53.2382,44.7503,1.7821,22.2758
1333,106.5600,107.6368,64.1544,116.0000,center,q4,0.0000,52.8166,45.1599,1.4695,18.3691
1334,106.6400,106.2112,64.5108,106.0000,center,q4,0.0000,52.3879,45.6131,1.4695,18.3691
1335,106.7200,104.7855,64.5108,116.0000,center,q4,0.0000,51.6504,46.4025,1.4257,17.8207
1336,106.8000,103.3599,64.8672,113.0000,center,q3,0.0000,51.1810,46.9331,1.4695,18.3691
1337,106.8800,101.9342,64.8672,110.0000,center,q3,0.0000,50.3288,47.7858,1.4257,17.8207
1338,106.9600,100.5086,64.8672,109.0000,center,q3,0.0000,49.4735,48.6653,1.4257,17.8207
1339,107.0400,98.7265,64.8672,114.0000,center,q3,0.0000,48.4014,49.8003,1.7821,22.2758
1340,107.1200,97.3008,64.8672,114.0000,center,q3,0.0000,47.4766,50.7351,1.4257,17.8207
1341,107.2000,96.2316,64.5108,119.0000,center,q3,0.0000,46.5061,51.7144,1.1271,14.0885
1342,107.2800,94.8059,64.1544,119.0000,center,q3,0.0000,45.3150,52.9425,1.4695,18.3691
1343,107.3600,93.3803,63.4416,119.0000,center,q3,0.0000,43.8548,54.4398,1.5939,19.9241
1344,107.4400,92.3111,63.0852,121.0000,center,q3,0.0000,42.8556,55.4385,1.1271,14.0885
1345,107.5200,91.2418,62.3723,119.0000,center,q3,0.0000,41.6028,56.6957,1.2851,16.0633
1346,107.6000,90.1726,61.3031,119.0000,center,q3,0.0000,40.0914,58.2077,1.5121,18.9017
1347,107.6800,89.1033,60.5903,122.0000,center,q3,0.0000,38.8409,59.4662,1.2851,16.0633
1348,107.7600,88.0341,59.1646,115.0000,center,q3,0.0000,37.0687,61.2319,1.7821,22.2758
1349,107.8400,87.3213,58.0954,119.0000,center,q3,0.0000,35.8014,62.4945,1.2851,16.0633
1350,107.9200,86.6084,56.6697,120.0000,center,q3,0.0000,34.2787,64.0145,1.5939,19.9241
1351,108.0000,86.2520,55.6005,114.0000,center,q3,0.0000,33.2669,65.0341,1.1271,14.0885
1352,108.0800,85.5392,54.1748,119.0000,center,q3,0.0000,31.7288,66.5610,1.5939,19.9241
1353,108.1600,85.1828,52.7492,118.0000,center,q3,0.0000,30.3935,67.8498,1.4695,18.3691
1354,108.2400,85.1828,51.3235,119.0000,center,q3,0.0000,29.3040,68.9086,1.4257,17.8207
1355,108.3200,85.1828,49.5415,119.0000,center,q3,0.0000,27.9847,70.2503,1.7821,22.2758
1356,108.4000,85.1828,48.4722,119.0000,center,q3,0.0000,27.1857,71.0646,1.0692,13.3655
1357,108.4800,85.5392,46.6901,117.0000,center,q3,0.0000,25.9473,72.2117,1.8174,22.7170
1358,108.5600,85.8956,45.2645,121.0000,center,q3,0.0000,25.0252,73.1049,1.4695,18.3691
1359,108.6400,86.2520,43.8388,114.0000,center,q3,0.0000,24.1021,74.0166,1.4695,18.3691
1360,108.7200,86.6084,42.4132,115.0000,center,q3,0.0000,23.1669,74.9460,1.4695,18.3691
1361,108.8000,87.3213,40.9875,110.0000,wall,q4,0.0000,22.4569,75.6864,1.5939,19.9241
1362,108.8800,87.6777,39.5619,110.0000,wall,q4,0.0000,21.4589,76.6535,1.4695,18.3691
1363,108.9600,88.3905,38.1362,109.0000,wall,q4,0.0000,20.6012,77.4399,1.5939,19.9241
1364,109.0400,88.7469,36.3542,114.0000,wall,q4,0.0000,19.2760,78.7427,1.8174,22.7170
1365,109.1200,89.4597,35.2849,110.0000,wall,q4,0.0000,18.7041,79.2717,1.2851,16.0633
1366,109.2000,89.8162,33.5029,106.0000,wall,q4,0.0000,17.3804,80.6127,1.8174,22.7170
1367,109.2800,90.5290,32.0772,104.0000,wall,q4,0.0000,16.5108,81.4856,1.5939,19.9241
1368,109.3600,90.8854,30.6515,100.0000,wall,q4,0.0000,15.4619,82.5526,1.4695,18.3691
1369,109.4400,91.5982,29.2259,98.0000,wall,q4,0.0000,14.5083,83.4631,1.5939,19.9241
1370,109.5200,91.9546,27.8002,98.0000,wall,q4,0.0000,13.3928,84.5578,1.4695,18.3691
1371,109.6000,92.6675,26.3746,100.0000,wall,q4,0.0000,12.4337,85.5034,1.5939,19.9241
1372,109.6800,93.0239,24.5925,102.0000,wall,q4,0.0000,11.0027,86.9441,1.8174,22.7170
1373,109.7600,93.7367,23.5233,103.0000,wall,q4,0.0000,10.3605,87.6019,1.2851,16.0633
1374,109.8400,94.4495,22.0976,103.0000,wall,q4,0.0000,9.2667,88.5982,1.5939,19.9241
1375,109.9200,95.1624,20.6720,104.0000,wall,q4,0.0000,8.2900,89.6118,1.5939,19.9241
1376,110.0000,95.8752,19.6027,100.0000,wall,q4,0.0000,7.5523,90.3135,1.2851,16.0633
1377,110.0800,96.5880,18.1771,102.0000,wall,q4,0.0000,6.5429,91.3581,1.5939,19.9241
1378,110.1600,97.6573,17.1078,99.0000,wall,q4,0.0000,5.8781,91.9568,1.5121,18.9017
1379,110.2400,98.3701,16.0386,90.0000,wall,q4,0.0000,5.1031,92.7011,1.2851,16.0633
1380,110.3200,99.4393,15.3258,93.0000,wall,q4,0.0000,4.7818,93.0008,1.2851,16.0633
1381,110.4000,99.7957,15.3258,93.0000,wall,q4,0.0000,4.9515,92.8806,0.3564,4.4552
1382,110.4800,100.1521,15.3258,96.0000,wall,q4,0.0000,5.1031,92.7615,0.3564,4.4552
1383,110.5600,100.5086,15.3258,90.0000,wall,q4,0.0000,5.1895,92.6437,0.3564,4.4552
1384,110.6400,100.8650,15.6822,94.0000,wall,q4,0.0000,5.6354,92.1902,0.5040,6.3006
1385,110.7200,100.8650,16.0386,95.0000,wall,q4,0.0000,5.9746,91.8534,0.3564,4.4552
1386,110.8000,100.5086,16.3950,93.0000,wall,q4,0.0000,6.2245,91.6346,0.5040,6.3006
1387,110.8800,100.8650,16.3950,90.0000,wall,q4,0.0000,6.3157,91.5167,0.3564,4.4552
1388,110.9600,100.8650,16.7514,89.0000,wall,q4,0.0000,6.6584,91.1802,0.3564,4.4552
1389,111.0400,101.2214,16.3950,83.0000,wall,q4,0.0000,6.4253,91.4001,0.5040,6.3006
1390,111.1200,101.5778,16.0386,70.0000,wall,q4,0.0000,6.2245,91.6222,0.5040,6.3006
1391,111.2000,101.9342,16.0386,76.0000,wall,q4,0.0000,6.3157,91.5085,0.3564,4.4552
1392,111.2800,101.9342,15.6822,80.0000,wall,q4,0.0000,5.9746,91.8465,0.3564,4.4552
1393,111.3600,102.2906,15.3258,94.0000,wall,q4,0.0000,5.7580,92.0731,0.5040,6.3006
1394,111.4400,103.0035,14.9694,96.0000,wall,q4,0.0000,5.6354,92.1931,0.7970,9.9621
1395,111.5200,103.7163,14.6129,106.0000,wall,q4,0.0000,5.4521,92.3198,0.7970,9.9621
1396,111.6000,104.4291,14.6129,105.0000,wall,q4,0.0000,5.6354,92.1118,0.7128,8.9103
1397,111.6800,105.4983,14.6129,100.0000,wall,q4,0.0000,5.8781,91.8094,1.0692,13.3655
1398,111.7600,106.5676,14.6129,102.0000,wall,q4,0.0000,6.2245,91.5185,1.0692,13.3655
1399,111.8400,108.3497,14.6129,96.0000,wall,q4,0.0000,6.6584,91.0594,1.7821,22.2758
1400,111.9200,109.4189,14.6129,95.0000,wall,q4,0.0000,6.9203,90.7997,1.0692,13.3655
1401,112.0000,110.8445,14.6129,106.0000,wall,q4,0.0000,7.2694,90.4718,1.4257,17.8207
1402,112.0800,111.9138,14.6129,96.0000,wall,q4,0.0000,7.5523,90.2400,1.0692,13.3655
1403,112.1600,113.3394,14.6129,95.0000,wall,q4,0.0000,7.8411,89.9497,1.4257,17.8207
1404,112.2400,114.4087,14.2565,90.0000,wall,q4,0.0000,7.5607,90.0965,1.1271,14.0885
1405,112.3200,115.4779,14.2565,93.0000,wall,q4,0.0000,7.7842,89.9060,1.0692,13.3655
1406,112.4000,116.9036,14.2565,95.0000,wall,q4,0.0000,7.9137,89.6713,1.4257,17.8207
1407,112.4800,118.3292,13.9001,94.0000,wall,q4,0.0000,7.8492,89.8115,1.4695,18.3691
1408,112.5600,119.3985,13.9001,92.0000,wall,q4,0.0000,7.9696,89.6673,1.0692,13.3655
1409,112.6400,120.8241,13.9001,94.0000,wall,q4,0.0000,8.2053,89.4944,1.4257,17.8207
1410,112.7200,121.8934,13.5437,94.0000,wall,q4,0.0000,7.9696,89.7340,1.1271,14.0885
1411,112.8000,123.3190,13.5437,95.0000,wall,q4,0.0000,8.1975,89.6010,1.4257,17.8207
1412,112.8800,124.3883,13.1873,99.0000,wall,q4,0.0000,7.8411,89.8714,1.1271,14.0885
1413,112.9600,125.8139,13.1873,101.0000,wall,q4,0.0000,7.8411,89.7782,1.4257,17.8207
1414,113.0400,126.8831,13.1873,94.0000,wall,q4,0.0000,7.8411,89.7231,1.0692,13.3655
1415,113.1200,128.3088,12.8309,97.0000,wall,q4,0.0000,7.5607,90.0257,1.4695,18.3691
1416,113.2000,129.7345,12.8309,100.0000,wall,q4,0.0000,7.8411,89.9948,1.4257,17.8207
1417,113.2800,130.8037,12.4745,94.0000,wall,q4,0.0000,7.4847,90.3428,1.1271,14.0885
1418,113.3600,132.2293,12.1181,97.0000,wall,q4,0.0000,7.1283,90.7078,1.4695,18.3691
1419,113.4400,133.2986,11.7616,100.0000,wall,q4,0.0000,6.5719,91.0851,1.1271,14.0885
1420,113.5200,134.3678,11.4052,106.0000,wall,q4,0.0000,6.0695,91.4749,1.1271,14.0885
1421,113.6000,135.4371,11.0488,97.0000,wall,q4,0.0000,5.7026,91.8768,1.1271,14.0885
1422,113.6800,136.5063,10.6924,99.0000,wall,q4,0.0000,5.3462,92.2907,1.1271,14.0885
1423,113.7600,137.2191,10.3360,99.0000,wall,q4,0.0000,4.9898,92.6918,0.7970,9.9621
1424,113.8400,137.5755,10.3360,94.0000,wall,q4,0.0000,4.9898,92.7165,0.3564,4.4552
1425,113.9200,137.9320,10.6924,96.0000,wall,q4,0.0000,5.3462,92.3871,0.5040,6.3006
1426,114.0000,138.6448,11.0488,100.0000,wall,q4,0.0000,5.7026,92.0884,0.7970,9.9621
1427,114.0800,139.3576,11.4052,101.0000,wall,q4,0.0000,6.0590,91.7956,0.7970,9.9621
1428,114.1600,140.4269,12.1181,104.0000,wall,q4,0.0000,6.5039,91.1904,1.2851,16.0633
1429,114.2400,142.2089,13.1873,104.0000,wall,q4,0.0000,7.3476,90.3313,2.0782,25.9779
1430,114.3200,143.9910,13.9001,99.0000,wall,q4,0.0000,7.7842,89.8648,1.9193,23.9918
1431,114.4000,145.0602,14.6129,104.0000,wall,q4,0.0000,8.2669,89.3219,1.2851,16.0633
1432,114.4800,146.4859,15.6822,103.0000,wall,q4,0.0000,9.1634,88.5049,1.7821,22.2758
1433,114.5600,147.9115,16.3950,102.0000,wall,q4,0.0000,9.6495,88.0663,1.5939,19.9241
1434,114.6400,148.9808,17.4643,106.0000,wall,q4,0.0000,10.5549,87.2317,1.5121,18.9017
1435,114.7200,150.0500,18.1771,104.0000,wall,q4,0.0000,10.9796,86.7631,1.2851,16.0633
1436,114.8000,151.4757,19.6027,101.0000,wall,q4,0.0000,12.0233,85.7028,2.0162,25.2022
1437,114.8800,152.5449,20.6720,102.0000,wall,q4,0.0000,12.7962,84.9302,1.5121,18.9017
1438,114.9600,153.9706,21.7412,105.0000,wall,q4,0.0000,13.4165,84.2743,1.7821,22.2758
1439,115.0400,155.0398,22.8105,98.0000,wall,q4,0.0000,14.1895,83.5479,1.5121,18.9017
1440,115.1200,156.1090,23.8797,101.0000,wall,q4,0.0000,14.9609,82.8426,1.5121,18.9017
1441,115.2000,157.1783,24.9489,95.0000,wall,q4,0.0000,15.6700,82.1592,1.5121,18.9017
1442,115.2800,158.2475,26.3746,95.0000,wall,q4,0.0000,16.6144,81.1623,1.7821,22.2758
1443,115.3600,159.3168,27.4438,99.0000,wall,q4,0.0000,17.2447,80.5262,1.5121,18.9017
1444,115.4400,160.3860,28.8695,96.0000,wall,q4,0.0000,18.2642,79.5823,1.7821,22.2758
1445,115.5200,161.4552,29.9387,98.0000,wall,q4,0.0000,18.8630,78.9961,1.5121,18.9017
1446,115.6000,162.1681,31.3644,98.0000,wall,q4,0.0000,19.9241,77.9653,1.5939,19.9241
1447,115.6800,163.2373,32.7900,101.0000,wall,q4,0.0000,20.7823,77.1021,1.7821,22.2758
1448,115.7600,163.9501,34.2157,96.0000,center,q4,0.0000,21.8374,76.1157,1.5939,19.9241
1449,115.8400,165.0194,35.6413,98.0000,center,q4,0.0000,22.6344,75.3107,1.7821,22.2758
1450,115.9200,165.7322,36.7106,101.0000,center,q4,0.0000,23.2735,74.6876,1.2851,16.0633
1451,116.0000,166.8014,38.1362,98.0000,center,q4,0.0000,24.0704,73.9408,1.7821,22.2758
1452,116.0800,167.5143,39.5619,88.0000,center,q4,0.0000,24.9387,73.0509,1.5939,19.9241
1453,116.1600,168.2271,40.9875,95.0000,center,q4,0.0000,25.8049,72.1853,1.5939,19.9241
1454,116.2400,169.2963,42.4132,92.0000,center,q4,0.0000,26.4827,71.5350,1.7821,22.2758
1455,116.3200,170.0092,43.4824,101.0000,center,q4,0.0000,27.0170,71.0238,1.2851,16.0633
1456,116.4000,171.0784,44.9081,100.0000,center,q4,0.0000,27.6927,70.4404,1.7821,22.2758
1457,116.4800,171.7912,45.9773,95.0000,center,q4,0.0000,28.1657,69.9774,1.2851,16.0633
1458,116.5600,172.8605,47.4030,97.0000,center,q4,0.0000,28.6664,69.4639,1.7821,22.2758
1459,116.6400,173.5733,48.4722,102.0000,center,q4,0.0000,29.0865,69.0514,1.2851,16.0633
1460,116.7200,174.6425,49.8979,100.0000,center,q4,0.0000,29.5845,68.6106,1.7821,22.2758
1461,116.8000,175.7118,50.9671,100.0000,center,q4,0.0000,29.7557,68.4830,1.5121,18.9017
1462,116.8800,176.4246,52.3928,94.0000,center,q4,0.0000,30.3475,67.8852,1.5939,19.9241
1463,116.9600,177.4938,53.4620,103.0000,center,q4,0.0000,30.4957,67.8237,1.5121,18.9017
1464,117.0400,178.5631,54.5312,101.0000,center,q4,0.0000,30.5207,67.7959,1.5121,18.9017
1465,117.1200,179.2759,55.9569,97.0000,center,q4,0.0000,31.1225,67.2978,1.5939,19.9241
1466,117.2000,180.3451,57.0261,105.0000,center,q4,0.0000,31.0243,67.3376,1.5121,18.9017
1467,117.2800,181.4144,58.4518,102.0000,center,q4,0.0000,31.2508,67.1755,1.7821,22.2758
1468,117.3600,182.1272,59.5210,93.0000,center,q4,0.0000,31.5038,67.0167,1.2851,16.0633
1469,117.4400,183.1965,60.5903,98.0000,center,q4,0.0000,31.3664,67.1590,1.5121,18.9017
1470,117.5200,183.9093,62.0159,96.0000,center,q4,0.0000,31.6727,66.8350,1.5939,19.9241
1471,117.6000,184.9785,63.0852,97.0000,center,q4,0.0000,31.5098,67.0459,1.5121,18.9017
1472,117.6800,186.0478,64.5108,96.0000,center,q4,0.0000,31.5098,67.0860,1.7821,22.2758
1473,117.7600,186.7606,65.5801,90.0000,center,q4,0.0000,31.5783,67.0730,1.2851,16.0633
1474,117.8400,188.1862,66.6493,95.0000,center,q1,0.0000,30.9444,67.6860,1.7821,22.2758
1475,117.9200,189.2555,68.0749,95.0000,center,q1,0.0000,30.8128,67.8512,1.7821,22.2758
1476,118.0000,189.9683,68.7878,95.0000,center,q1,0.0000,30.5644,68.1055,1.0081,12.6011
1477,118.0800,191.0375,70.2134,96.0000,center,q1,0.0000,30.3789,68.3423,1.7821,22.2758
1478,118.1600,192.1068,71.2827,87.0000,center,q1,0.0000,29.9663,68.7872,1.5121,18.9017
1479,118.2400,193.1760,72.3519,95.0000,center,q1,0.0000,29.4877,69.2623,1.5121,18.9017
1480,118.3200,194.2453,73.4211,92.0000,center,q1,0.0000,29.0099,69.7669,1.5121,18.9017
1481,118.4000,195.3145,74.8468,98.0000,center,q1,0.0000,28.6907,70.1576,1.7821,22.2758
1482,118.4800,196.0273,75.9160,98.0000,center,q1,0.0000,28.5153,70.3964,1.2851,16.0633
1483,118.5600,197.0966,77.3417,99.0000,center,q1,0.0000,27.9960,70.8607,1.7821,22.2758
1484,118.6400,197.8094,78.7673,97.0000,center,q1,0.0000,27.8391,71.0310,1.5939,19.9241
1485,118.7200,198.5222,80.1930,95.0000,center,q1,0.0000,27.6651,71.2367,1.5939,19.9241
1486,118.8000,198.8786,81.6187,100.0000,center,q1,0.0000,27.8391,71.1369,1.4695,18.3691
1487,118.8800,199.2351,83.0443,95.0000,center,q1,0.0000,27.9211,71.0675,1.4695,18.3691
1488,118.9600,199.9479,84.4700,94.0000,center,q1,0.0000,27.5754,71.3727,1.5939,19.9241
1489,119.0400,200.3043,85.8956,96.0000,center,q1,0.0000,27.5754,71.3658,1.4695,18.3691
1490,119.1200,200.3043,87.3213,96.0000,center,q1,0.0000,27.9211,71.0413,1.4257,17.8207
1491,119.2000,200.3043,88.7469,97.0000,center,q1,0.0000,28.2670,70.7440,1.4257,17.8207
1492,119.2800,200.3043,90.1726,98.0000,center,q1,0.0000,28.5353,70.4743,1.4257,17.8207
1493,119.3600,200.3043,91.9546,97.0000,center,q1,0.0000,28.7813,70.1764,1.7821,22.2758
1494,119.4400,199.9479,93.3803,100.0000,center,q1,0.0000,29.3603,69.6168,1.4695,18.3691
1495,119.5200,199.5915,94.8059,103.0000,center,q1,0.0000,29.9430,69.0839,1.4695,18.3691
1496,119.6000,198.8786,96.2316,99.0000,center,q1,0.0000,30.8581,68.2236,1.5939,19.9241
1497,119.6800,198.1658,97.6573,96.0000,center,q1,0.0000,31.7208,67.3900,1.5939,19.9241
1498,119.7600,197.4530,99.0829,99.0000,center,q1,0.0000,32.4336,66.5841,1.5939,19.9241
1499,119.8400,196.7402,100.1521,104.0000,center,q1,0.0000,33.1637,65.8205,1.2851,16.0633
1500,119.9200,195.6709,101.2214,104.0000,center,q1,0.0000,34.2824,64.7169,1.5121,18.9017
